“Aywayashqaatapis pesakuyaami“, niyaanaq.	[['aywa[VTr]+yaA[Pl]+shqa[Prf](N)+ː[Poss.1Sg]+ta[Obj]+pis[Coord]'], ['pesa[V]+kU[Refl/Mid]+yaA[Pl]+ː[1]+mi[Asrt]'], ['ni[VTr]+yaA[Pl]+naq[Rpst]']]	[[('Aywa', 'aywa'), ('ya', 'yaA'), ('shqa', 'shqa'), ('a', 'ː'), ('ta', 'ta'), ('pis', 'pis')], [('pesa', 'pesa'), ('ku', 'kU'), ('ya', 'yaA'), ('a', 'ː'), ('mi', 'mi')], [('ni', 'ni'), ('yaa', 'yaA'), ('naq', 'naq')]]
Porfin chaariyarqaa Pampa de Huninman.	[['porfin[ADV]'], ['chaa[VTr]+rI[Pct]+yaA[Pl]+rqa[Pst]+ː[1]'], ['pampa[N]'], ['de[ADP]'], ['hunin[PROPN]+man[Dat]']]	[[('Porfin', 'porfin')], [('chaa', 'chaa'), ('ri', 'rI'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')], [('Pampa', 'pampa')], [('de', 'de')], [('Hunin', 'hunin'), ('man', 'man')]]
Wawqiimi kasamintuman aywashqa	[['wawqi[N]+ː[Poss.1Sg]+mi[Asrt]'], ['kasamintu[N]+man[Dat]'], ['aywa[VTr]+shqa[Prf](N)']]	[[('Wawqi', 'wawqi'), ('i', 'ː'), ('mi', 'mi')], [('kasamintu', 'kasamintu'), ('man', 'man')], [('aywa', 'aywa'), ('shqa', 'shqa')]]
Hiluta madihantsikmi tiñinapaq.	[['hilu[N]+ta[Obj]'], ['madiha[VTr]+ntsik[1Pl.Inc]+mi[Asrt]'], ['tiñi[V]+na[Pot](N)+paq[Ben]']]	[[('Hilu', 'hilu'), ('ta', 'ta')], [('madiha', 'madiha'), ('ntsik', 'ntsik'), ('mi', 'mi')], [('tiñi', 'tiñi'), ('na', 'na'), ('paq', 'paq')]]
Nunakunam siwada ayllupakuychaw hurkitawan pajata tikrayan	[['nuna[N]+kuna[Pl]+mi[Asrt]'], ['siwada[N]'], ['ayllu[VTr]+paA[Exc]+kU[Refl/Mid]+y[Inf]+chaw[Loc]'], ['hurkita[N]+wan[Com]'], ['paja[N]+ta[Obj]'], ['tikra[VTr]+yaA[Pl]+n[3]']]	[[('Nuna', 'nuna'), ('kuna', 'kuna'), ('m', 'mi')], [('siwada', 'siwada')], [('ayllu', 'ayllu'), ('pa', 'paA'), ('ku', 'kU'), ('y', 'y'), ('chaw', 'chaw')], [('hurkita', 'hurkita'), ('wan', 'wan')], [('paja', 'paja'), ('ta', 'ta')], [('tikra', 'tikra'), ('ya', 'yaA'), ('n', 'n')]]
Tsaypitanam Karapu markaqa quchaman tikrashqa kaykan.	[['tsay[PRON]+pita[Abl]+na[Acp]+mi[Asrt]'], ['karapu[PROPN]'], ['marka[N]+qa[Top]'], ['qucha[N]+man[Dat]'], ['tikra[VTr]+shqa[Prf](N)'], ['ka[AUX]+YkaA[Prog]+n[3]']]	[[('Tsay', 'tsay'), ('pita', 'pita'), ('na', 'na'), ('m', 'mi')], [('Karapu', 'karapu')], [('marka', 'marka'), ('qa', 'qa')], [('qucha', 'qucha'), ('man', 'man')], [('tikra', 'tikra'), ('shqa', 'shqa')], [('ka', 'ka'), ('yka', 'YkaA'), ('n', 'n')]]
“Aywayashqaatapis pesakuyaami“, niyaanaq.	[['aywa[VTr]+yaA[Pl]+shqa[Prf](N)+ː[Poss.1Sg]+ta[Obj]+pis[Coord]'], ['pesa[V]+kU[Refl/Mid]+yaA[Pl]+ː[1]+mi[Asrt]'], ['ni[VTr]+yaA[Pl]+naq[Rpst]']]	[[('Aywa', 'aywa'), ('ya', 'yaA'), ('shqa', 'shqa'), ('a', 'ː'), ('ta', 'ta'), ('pis', 'pis')], [('pesa', 'pesa'), ('ku', 'kU'), ('ya', 'yaA'), ('a', 'ː'), ('mi', 'mi')], [('ni', 'ni'), ('yaa', 'yaA'), ('naq', 'naq')]]
Tsaynam lus rawraykaptin, punkuta tsaktakurqaa.	[['tsay[PRON]+na[Acp]+mi[Asrt]'], ['lus[N]'], ['rawra[VInt]+YkaA[Prog]+pti[Cnv](N)+n[Poss.3]'], ['punku[N]+ta[Obj]'], ['tsakta[VTr]+kU[Refl/Mid]+rqa[Pst]+ː[1]']]	[[('Tsay', 'tsay'), ('na', 'na'), ('m', 'mi')], [('lus', 'lus')], [('rawra', 'rawra'), ('yka', 'YkaA'), ('pti', 'pti'), ('n', 'n')], [('punku', 'punku'), ('ta', 'ta')], [('tsakta', 'tsakta'), ('ku', 'kU'), ('rqa', 'rqa'), ('a', 'ː')]]
Tsaynam ofisyuta entregariptii, ni sikyera ni leyinllapistsu.	[['tsay[PRON]+na[Acp]+mi[Asrt]'], ['ofisyu[N]+ta[Obj]'], ['entrega[VTr]+rI[Pct]+pti[Cnv](N)+ː[Poss.1]'], ['ni[ADV]'], ['sikyera[ADV]'], ['ni[ADV]'], ['leyi[VTr]+n[3]+lla[Lim]+pis[Coord]+tsu[Neg]']]	[[('Tsay', 'tsay'), ('na', 'na'), ('m', 'mi')], [('ofisyu', 'ofisyu'), ('ta', 'ta')], [('entrega', 'entrega'), ('ri', 'rI'), ('pti', 'pti'), ('i', 'ː')], [('ni', 'ni')], [('sikyera', 'sikyera')], [('ni', 'ni')], [('leyi', 'leyi'), ('n', 'n'), ('lla', 'lla'), ('pis', 'pis'), ('tsu', 'tsu')]]
Manam watatsarqaraqtsu inawgurakushqan.	[['mana[ADV]+mi[Asrt]'], ['wata[N]+tsaA[Transl](VInt)+rqa[Pst][3]+raq[Inacp]+tsu[Neg]'], ['inawgura[VTr]+ku[Refl/Mid]+shqa[Prf](N)+n[Poss.3]']]	[[('Mana', 'mana'), ('m', 'mi')], [('wata', 'wata'), ('tsa', 'tsaA'), ('rqa', 'rqa'), ('raq', 'raq'), ('tsu', 'tsu')], [('inawgura', 'inawgura'), ('ku', 'ku'), ('shqa', 'shqa'), ('n', 'n')]]
Wawqiiqa ñuspillaran kaykan	[['wawqi[N]+ː[Poss.1Sg]+qa[Top]'], ['ñuspi[N]+lla[Lim]+ran[Inacp]'], ['ka[AUX]+YkaA[Prog]+n[3]']]	[[('Wawqi', 'wawqi'), ('i', 'ː'), ('qa', 'qa')], [('ñuspi', 'ñuspi'), ('lla', 'lla'), ('ran', 'ran')], [('ka', 'ka'), ('yka', 'YkaA'), ('n', 'n')]]
Qillqashqa papelninkunata rikaarirmi, awtaq niyarqan dirigentikuna.	[['qillqa[VTr]+shqa[Prf](N)'], ['papel[N]+n[Poss.3]+kuna[Pl]+ta[Obj]'], ['rikaa[VTr]+rI[Pct]+r[Cnv](N)+mi[Asrt]'], ['aw[INTJ]+taq[Ctrs]'], ['ni[VTr]+yaA[Pl]+rqa[Pst]+n[3]'], ['dirigenti[N]+kuna[Pl]']]	[[('Qillqa', 'qillqa'), ('shqa', 'shqa')], [('papel', 'papel'), ('ni', 0), ('n', 'n'), ('kuna', 'kuna'), ('ta', 'ta')], [('rikaa', 'rikaa'), ('ri', 'rI'), ('r', 'r'), ('mi', 'mi')], [('aw', 'aw'), ('taq', 'taq')], [('ni', 'ni'), ('ya', 'yaA'), ('rqa', 'rqa'), ('n', 'n')], [('dirigenti', 'dirigenti'), ('kuna', 'kuna')]]
Llapampitam librarirquntsik.	[['llapa[PRON]+n[Poss.3]+pita[Abl]+mi[Asrt]'], ['libra[VTr]+rI[Pct]+rqu[RecPst]+ntsik[1Pl.Inc]']]	[[('Llapa', 'llapa'), ('m', 'n'), ('pita', 'pita'), ('m', 'mi')], [('libra', 'libra'), ('ri', 'rI'), ('rqu', 'rqu'), ('ntsik', 'ntsik')]]
Tsaynash sonsuqa kalyentina kombanta pallarkur wiluykurqunaq matankanchaw dyablutaqa.	[['tsay[PRON]+na[Acp]+shi[Nfh]'], ['sonsu[N]+qa[Top]'], ['kalyenti[ADJ]+na[Acp]'], ['komba[N]+n[Poss.3]+ta[Obj]'], ['palla[VTr]+rku[Edu]+r[Cnv](N)'], ['wilu[VTr]+yku[Intens]+rqu[RecPst][3]+naq[Rpst]'], ['matanka[N]+n[Poss.3]+chaw[Loc]'], ['dyablu[N]+ta[Obj]+qa[Top]']]	[[('Tsay', 'tsay'), ('na', 'na'), ('sh', 'shi')], [('sonsu', 'sonsu'), ('qa', 'qa')], [('kalyenti', 'kalyenti'), ('na', 'na')], [('komba', 'komba'), ('n', 'n'), ('ta', 'ta')], [('palla', 'palla'), ('rku', 'rku'), ('r', 'r')], [('wilu', 'wilu'), ('yku', 'yku'), ('rqu', 'rqu'), ('naq', 'naq')], [('matanka', 'matanka'), ('n', 'n'), ('chaw', 'chaw')], [('dyablu', 'dyablu'), ('ta', 'ta'), ('qa', 'qa')]]
Aywaa uryapukaramushaq.	[['aywa[VTr]+ː[1]'], ['urya[VInt]+pu[Apl]+ku[Refl/Mid]+rI[Pct]+mu[Cis]+shaq[Fut.1]']]	[[('Aywa', 'aywa'), ('a', 'ː')], [('urya', 'urya'), ('pu', 'pu'), ('ka', 'ku'), ('ra', 'rI'), ('mu', 'mu'), ('shaq', 'shaq')]]
Imanawpapis yaykurqaami punuyninkunaman.	[['imanaw[ADV]+pa[Man]+pis[Coord]'], ['yayku[VTr]+rqa[Pst]+ː[1]+mi[Asrt]'], ['punu[VInt]+y[Inf]+n[Poss.3]+kuna[Pl]+man[Dat]']]	[[('Imanaw', 'imanaw'), ('pa', 'pa'), ('pis', 'pis')], [('yayku', 'yayku'), ('rqa', 'rqa'), ('a', 'ː'), ('mi', 'mi')], [('punu', 'punu'), ('y', 'y'), ('ni', 0), ('n', 'n'), ('kuna', 'kuna'), ('man', 'man')]]
Talbesnash tapuyan, “María Koka, willamay: qishyashaqku o yamayllaku kashaq.”	[['talbes[ADV]+na[Acp]+shi[Nfh]'], ['tapu[VTr]+yaA[Pl]+n[3]'], ['maría[PROPN]'], ['koka[PROPN]'], ['willa[VTr]+maA[1.Obj]+y[Imp.2]'], ['qishya[VInt]+shaq[Fut.1]+ku[Inter]'], ['o[CCONJ]'], ['yamay[ADV]+lla[Lim]+ku[Inter]'], ['ka[AUX]+shaq[Fut.1]']]	[[('Talbes', 'talbes'), ('na', 'na'), ('sh', 'shi')], [('tapu', 'tapu'), ('ya', 'yaA'), ('n', 'n')], [('María', 'maría')], [('Koka', 'koka')], [('willa', 'willa'), ('ma', 'maA'), ('y', 'y')], [('qishya', 'qishya'), ('shaq', 'shaq'), ('ku', 'ku')], [('o', 'o')], [('yamay', 'yamay'), ('lla', 'lla'), ('ku', 'ku')], [('ka', 'ka'), ('shaq', 'shaq')]]
Pampa de Huninman chaariyarqaa, tamya pasarishqa.	[['pampa[N]'], ['de[ADP]'], ['hunin[PROPN]+man[Dat]'], ['chaa[VTr]+rI[Pct]+yaA[Pl]+rqa[Pst]+ː[1]'], ['tamya[N]'], ['pasa[VInt]+rI[Pct]+shqa[Prf](N)']]	[[('Pampa', 'pampa')], [('de', 'de')], [('Hunin', 'hunin'), ('man', 'man')], [('chaa', 'chaa'), ('ri', 'rI'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')], [('tamya', 'tamya')], [('pasa', 'pasa'), ('ri', 'rI'), ('shqa', 'shqa')]]
Veta llanuyanqanmannawmi qillayniipis karutsarqa.	[['veta[UNK]'], ['llanu[ADJ]+yaA[Transf](VInt)+nqa[Sub](N)+n[Poss.3]+man[Dat]+naw[Equ]+mi[Asrt]'], ['qillay[N]+ː[Poss.1Sg]+pis[Coord]'], ['karu[ADJ]+tsaA[Transl](VInt)+rqa[Pst][3]']]	[[('Veta', 'veta')], [('llanu', 'llanu'), ('ya', 'yaA'), ('nqa', 'nqa'), ('n', 'n'), ('man', 'man'), ('naw', 'naw'), ('mi', 'mi')], [('qillay', 'qillay'), ('ni', 0), ('i', 'ː'), ('pis', 'pis')], [('karu', 'karu'), ('tsa', 'tsaA'), ('rqa', 'rqa')]]
Warmikunam triiguta llushtaykaayan mayuchaw.	[['warmi[N]+kuna[Pl]+mi[Asrt]'], ['triigu[N]+ta[Obj]'], ['llushta[VTr]+YkaA[Prog]+yaA[Pl]+n[3]'], ['mayu[N]+chaw[Loc]']]	[[('Warmi', 'warmi'), ('kuna', 'kuna'), ('m', 'mi')], [('triigu', 'triigu'), ('ta', 'ta')], [('llushta', 'llushta'), ('ykaa', 'YkaA'), ('ya', 'yaA'), ('n', 'n')], [('mayu', 'mayu'), ('chaw', 'chaw')]]
“Allitam nirinki“ nir, hurqaramunaq bolsillumpita kadenata.	[['alli[ADV]+ta[Obj]+mi[Asrt]'], ['ni[VTr]+rI[Pct]+nki[2]'], ['ni[VTr]+r[Cnv](N)'], ['hurqa[VTr]+rI[Pct]+mu[Cis]+naq[Rpst]'], ['bolsillu[N]+n[Poss.3]+pita[Abl]'], ['kadena[N]+ta[Obj]']]	[[('Alli', 'alli'), ('ta', 'ta'), ('m', 'mi')], [('ni', 'ni'), ('ri', 'rI'), ('nki', 'nki')], [('ni', 'ni'), ('r', 'r')], [('hurqa', 'hurqa'), ('ra', 'rI'), ('mu', 'mu'), ('naq', 'naq')], [('bolsillu', 'bolsillu'), ('m', 'n'), ('pita', 'pita')], [('kadena', 'kadena'), ('ta', 'ta')]]
Papaanii don Valentín Bruno i mamaanii doña Espírita Quispe.	[['papaa[N]+ː[Poss.1Sg]'], ['don[N]'], ['valentín[PROPN]'], ['bruno[PROPN]'], ['i[CCONJ]'], ['mamaa[N]+ː[Poss.1Sg]'], ['doña[N]'], ['espírita[PROPN]'], ['quispe[PROPN]']]	[[('Papaa', 'papaa'), ('ni', 0), ('i', 'ː')], [('don', 'don')], [('Valentín', 'valentín')], [('Bruno', 'bruno')], [('i', 'i')], [('mamaa', 'mamaa'), ('ni', 0), ('i', 'ː')], [('doña', 'doña')], [('Espírita', 'espírita')], [('Quispe', 'quispe')]]
Awkinmi uraykaamun markapita	[['awkin[N]+mi[Asrt]'], ['uraa[VInt]+YkaA[Prog]+mu[Cis]+n[3]'], ['marka[N]+pita[Abl]']]	[[('Awkin', 'awkin'), ('mi', 'mi')], [('ura', 'uraa'), ('ykaa', 'YkaA'), ('mu', 'mu'), ('n', 'n')], [('marka', 'marka'), ('pita', 'pita')]]
Tsayran kedayarqaa trankilu.	[['tsayran[ADV]'], ['keda[VInt]+yaA[Pl]+rqa[Pst]+ː[1]'], ['trankilu[ADJ]']]	[[('Tsayran', 'tsayran')], [('keda', 'keda'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')], [('trankilu', 'trankilu')]]
Tsaynash nirqunaq, “Bwenu, shamushaqmi tal diya.	[['tsay[PRON]+na[Acp]+shi[Nfh]'], ['ni[VTr]+rqu[RecPst][3]+naq[Rpst]'], ['bwenu[INTJ]'], ['shamu[VTr]+shaq[Fut.1]+mi[Asrt]'], ['tal[DET]'], ['diya[N]']]	[[('Tsay', 'tsay'), ('na', 'na'), ('sh', 'shi')], [('ni', 'ni'), ('rqu', 'rqu'), ('naq', 'naq')], [('Bwenu', 'bwenu')], [('shamu', 'shamu'), ('shaq', 'shaq'), ('mi', 'mi')], [('tal', 'tal')], [('diya', 'diya')]]
Tsaypitam las seisnawna pasakuyarqaa sellama tamya puqllallakuykaqta.	[['tsay[PRON]+pita[Abl]+mi[Asrt]'], ['las[DET]'], ['seis[NUM.Card]+naw[Equ]+na[Acp]'], ['pasa[VInt]+kU[Refl/Mid]+yaA[Pl]+rqa[Pst]+ː[1]'], ['sellama[ADV]'], ['tamya[N]'], ['puqlla[VInt]+lla[Lim]+ku[Refl/Mid]+YkaA[Prog]+q[Agt]+ta[Obj]']]	[[('Tsay', 'tsay'), ('pita', 'pita'), ('m', 'mi')], [('las', 'las')], [('seis', 'seis'), ('naw', 'naw'), ('na', 'na')], [('pasa', 'pasa'), ('ku', 'kU'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')], [('sellama', 'sellama')], [('tamya', 'tamya')], [('puqlla', 'puqlla'), ('lla', 'lla'), ('ku', 'ku'), ('yka', 'YkaA'), ('q', 'q'), ('ta', 'ta')]]
